tab	measurements
citations	location	sample	site	specimen	experiment	instrument_codes	method_codes	magic_software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-04-19 13:18:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	048.3		g	-81.9 	1.78e-05	5	1	3.49e-07	2.60e-07	6.96e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-04-25 13:01:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	048.2		g	-82.0 	1.73e-05	6	1	5.01e-07	3.43e-07	1.04e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-04-26 09:57:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	048.1		g	-81.7 	1.64e-05	7	1	4.43e-07	3.12e-07	7.57e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-04-26 17:27:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	047.2		g	-82.1 	1.45e-05	8	1	4.06e-07	2.84e-07	4.88e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-02 14:19:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	046.9		g	-81.9 	1.23e-05	9	1	2.39e-07	2.15e-07	3.51e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-02 20:41:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	047.9		g	-82.6 	1.09e-05	10	1	2.84e-07	2.04e-07	5.70e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-03 19:35:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	044.4		g	-82.4 	8.79e-06	11	1	2.14e-07	1.63e-07	2.26e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-12 15:17:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	047.2		g	-82.7 	5.77e-06	12	1	1.59e-07	1.04e-07	2.14e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-16 12:55:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	046.9		g	-82.6 	4.32e-06	13	1	1.16e-07	7.90e-08	1.87e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-16 18:54:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	046.7		g	-83.5 	3.74e-06	14	1	9.39e-08	6.87e-08	1.39e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-17 15:13:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	052.3		g	-82.8 	3.28e-06	15	1	8.85e-08	5.96e-08	1.74e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP5-6	AP5-6	AP5-6a	AP5-6a:LP-DIR-T	hargrave 2016-05-18 12:05:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	041.0		g	-83.2 	3.05e-06	16	1	7.00e-08	5.37e-08	9.98e-09	u	273	0	0	0.00	-90.00	  853.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-08 17:20:50	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.2	335.6		g	-67.8 	2.82e-05	1	1	3.99e-07	4.14e-07	2.35e-07	u	273	0	0	0.00	-90.00	273
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-11 17:43:29	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	340.1		g	-67.6 	2.73e-05	2	1	3.91e-07	3.94e-07	1.89e-07	u	273	0	0	0.00	-90.00	77
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-18 10:16:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	339.5		g	-67.3 	2.71e-05	3	1	4.44e-07	8.45e-07	1.87e-07	u	273	0	0	0.00	-90.00	  373.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-18 17:31:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	342.5		g	-67.3 	2.69e-05	4	1	7.15e-07	1.05e-06	2.35e-07	u	273	0	0	0.00	-90.00	  473.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-19 13:19:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	335.9		g	-68.0 	2.60e-05	5	1	3.59e-07	6.31e-07	2.33e-07	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-25 13:02:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	331.4		g	-68.0 	2.54e-05	6	1	6.40e-07	1.31e-06	3.04e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-26 09:59:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	335.9		g	-68.9 	2.40e-05	7	1	4.74e-07	5.73e-07	2.64e-07	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-04-26 17:29:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	335.3		g	-68.0 	1.99e-05	8	1	3.92e-07	5.64e-07	2.47e-07	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-02 14:21:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	343.0		g	-68.4 	1.59e-05	9	1	5.16e-07	5.02e-07	1.61e-07	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-02 20:45:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	335.7		g	-67.6 	1.35e-05	10	1	2.47e-07	2.63e-07	1.56e-07	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-03 19:37:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	330.9		g	-67.6 	1.07e-05	11	1	1.95e-07	2.51e-07	1.26e-07	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-12 15:18:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	335.1		g	-67.9 	7.62e-06	12	1	1.46e-07	1.34e-07	8.82e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-16 12:57:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	334.3		g	-67.7 	6.35e-06	13	1	1.27e-07	1.13e-07	8.38e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-16 18:56:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	337.7		g	-67.7 	5.61e-06	14	1	1.15e-07	1.42e-07	7.03e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-17 15:15:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	337.4		g	-68.0 	4.95e-06	15	1	8.93e-08	9.33e-08	6.27e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP5-7	AP5-7	AP5-7a	AP5-7a:LP-DIR-T	hargrave 2016-05-18 12:08:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	336.0		g	-67.1 	4.54e-06	16	1	9.81e-08	7.90e-08	4.52e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-08 17:22:47	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.7	015.2		g	-50.7 	9.40e-06	1	1	9.69e-08	2.66e-07	5.43e-08	u	273	0	0	0.00	-90.00	273
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-11 17:45:25	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	016.7		g	-51.1 	9.05e-06	2	1	9.59e-08	3.40e-07	5.97e-08	u	273	0	0	0.00	-90.00	77
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-18 10:18:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	019.6		g	-51.9 	9.29e-06	3	1	1.06e-07	2.69e-07	3.26e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-18 17:32:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	020.5		g	-54.8 	1.02e-05	4	1	1.09e-07	2.29e-07	4.78e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-19 13:21:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	021.7		g	-56.0 	1.03e-05	5	1	1.29e-07	2.61e-07	5.32e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-25 13:04:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	024.2		g	-55.6 	9.75e-06	6	1	1.55e-07	1.93e-07	7.83e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-26 10:01:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.9	024.7		g	-56.2 	9.06e-06	7	1	2.30e-07	5.75e-07	9.08e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-04-26 17:31:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	020.1		g	-56.1 	7.87e-06	8	1	1.37e-07	1.56e-07	4.76e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-02 14:23:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	021.1		g	-56.5 	6.95e-06	9	1	1.63e-07	2.61e-07	2.79e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-02 20:47:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	022.8		g	-56.5 	6.09e-06	10	1	1.16e-07	2.29e-07	3.53e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-03 19:39:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	024.5		g	-57.7 	4.71e-06	11	1	8.17e-08	1.01e-07	1.80e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-12 15:20:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	022.1		g	-57.6 	3.02e-06	12	1	4.69e-08	5.18e-08	1.85e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-16 12:59:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	022.1		g	-58.4 	2.29e-06	13	1	3.63e-08	6.37e-08	1.77e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-16 18:58:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	021.3		g	-58.2 	1.95e-06	14	1	3.04e-08	5.20e-08	1.50e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-17 15:17:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	022.6		g	-57.2 	1.70e-06	15	1	2.68e-08	4.12e-08	1.32e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP5-8	AP5-8	AP5-8a	AP5-8a:LP-DIR-T	hargrave 2016-05-18 12:10:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	024.0		g	-57.6 	1.54e-06	16	1	2.42e-08	2.48e-08	6.30e-09	u	273	0	0	0.00	-90.00	  853.0
