tab	measurements
citations	location	sample	site	specimen	experiment	instrument_codes	method_codes	magic_software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-04-19 13:05:58	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.4	350.6		g	 12.4 	2.35e-05	5	1	3.38e-07	1.18e-06	6.66e-07	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-04-25 12:47:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.9	352.6		g	 12.4 	1.26e-05	6	1	1.46e-07	5.55e-07	2.99e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-04-26 09:43:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.1	350.3		g	 12.8 	8.20e-06	7	1	1.06e-07	3.85e-07	1.92e-07	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-04-26 17:11:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.7	352.2		g	 13.7 	5.19e-06	8	1	7.15e-08	3.01e-07	1.22e-07	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-02 14:06:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.5	351.4		g	 14.0 	3.41e-06	9	1	4.96e-08	1.75e-07	9.99e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-02 20:27:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	353.1		g	 14.6 	2.54e-06	10	1	2.83e-08	1.08e-07	5.65e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-03 19:20:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	354.5		g	 14.7 	1.98e-06	11	1	1.33e-08	3.86e-08	4.66e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-12 15:01:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	349.6		g	 13.7 	1.50e-06	12	1	1.88e-08	5.93e-08	3.44e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-16 12:41:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	350.8		g	 14.6 	1.10e-06	13	1	1.02e-08	2.76e-08	2.59e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-16 18:40:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.2	352.3		g	 13.2 	9.29e-07	14	1	1.10e-08	4.57e-08	2.20e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-17 15:00:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	351.8		g	 08.6 	9.25e-07	15	1	8.68e-09	2.47e-08	2.30e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP4-6	AP4-6	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-18 11:52:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	355.5		g	 09.4 	8.66e-07	16	1	4.53e-09	2.88e-08	2.44e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-08 17:08:38	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.8	353.4		g	 21.3 	4.73e-05	1	1	7.40e-07	1.75e-06	1.32e-06	u	273	0	0	0.00	-90.00	273
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-11 17:29:34	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	355.7		g	 20.8 	4.51e-05	2	1	4.13e-07	6.06e-07	1.18e-06	u	273	0	0	0.00	-90.00	77
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-18 10:05:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.1	354.2		g	 20.9 	4.50e-05	3	1	5.96e-07	1.99e-06	1.27e-06	u	273	0	0	0.00	-90.00	  373.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-18 17:21:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	354.3		g	 19.6 	4.58e-05	4	1	5.71e-07	1.27e-06	1.43e-06	u	273	0	0	0.00	-90.00	  473.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-19 13:08:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.6	355.7		g	 18.9 	3.63e-05	5	1	6.21e-07	1.55e-06	1.56e-06	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-25 12:50:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	357.0		g	 19.9 	2.48e-05	6	1	3.61e-07	5.33e-07	9.79e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-26 09:46:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.1	357.2		g	 19.5 	2.03e-05	7	1	3.13e-07	1.21e-06	7.82e-07	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-04-26 17:15:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.8	356.4		g	 19.8 	1.68e-05	8	1	2.54e-07	8.97e-07	5.95e-07	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-02 14:09:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	355.3		g	 20.4 	1.47e-05	9	1	1.88e-07	1.90e-07	5.44e-07	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-02 20:31:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.4	356.8		g	 19.7 	1.35e-05	10	1	2.06e-07	5.67e-07	5.45e-07	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-03 19:24:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	355.6		g	 19.9 	1.18e-05	11	1	1.56e-07	1.14e-07	4.87e-07	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-12 15:06:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.9	354.6		g	 19.5 	7.40e-06	12	1	1.14e-07	1.97e-07	3.04e-07	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-16 12:45:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.0	355.5		g	 19.6 	5.00e-06	13	1	7.92e-08	1.36e-07	2.11e-07	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-16 18:44:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.4	354.9		g	 18.9 	3.96e-06	14	1	6.55e-08	1.55e-07	1.61e-07	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-17 15:03:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.2	355.3		g	 18.6 	3.35e-06	15	1	5.58e-08	1.10e-07	1.44e-07	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP4-7	AP4-7	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-18 11:55:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.9	356.6		g	 18.4 	3.07e-06	16	1	4.23e-08	7.07e-08	1.35e-07	u	273	0	0	0.00	-90.00	  853.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-08 17:10:12	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.1	334.0		g	 12.8 	3.89e-05	1	1	3.53e-07	5.96e-07	3.80e-07	u	273	0	0	0.00	-90.00	273
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-11 17:31:07	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	334.7		g	 12.9 	3.63e-05	2	1	3.56e-07	5.79e-07	3.85e-07	u	273	0	0	0.00	-90.00	77
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-18 10:07:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	334.0		g	 13.0 	3.56e-05	3	1	1.74e-07	3.41e-07	4.20e-07	u	273	0	0	0.00	-90.00	  373.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-18 17:22:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	333.3		g	 13.4 	3.51e-05	4	1	1.34e-07	4.50e-07	4.92e-07	u	273	0	0	0.00	-90.00	  473.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-19 13:09:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	334.4		g	 13.6 	3.04e-05	5	1	1.31e-07	5.33e-07	5.42e-07	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-25 12:52:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	334.1		g	 14.1 	1.97e-05	6	1	1.96e-07	4.60e-07	3.10e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-26 09:48:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	334.5		g	 14.2 	1.58e-05	7	1	1.66e-07	4.02e-07	2.59e-07	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-04-26 17:17:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	333.8		g	 14.3 	1.24e-05	8	1	7.47e-08	1.03e-07	2.07e-07	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-02 14:10:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	334.6		g	 14.4 	9.94e-06	9	1	4.92e-08	1.46e-07	2.11e-07	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-02 20:33:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	334.7		g	 14.6 	8.48e-06	10	1	1.02e-07	2.33e-07	1.35e-07	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-03 19:25:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	334.2		g	 14.7 	7.21e-06	11	1	3.90e-08	6.31e-08	1.18e-07	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-12 15:08:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	335.5		g	 14.5 	5.16e-06	12	1	4.92e-08	1.11e-07	7.94e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-16 12:46:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	335.6		g	 14.4 	3.45e-06	13	1	2.47e-08	3.28e-08	5.47e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-16 18:45:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	335.5		g	 14.2 	2.75e-06	14	1	4.66e-08	8.51e-08	4.40e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-17 15:04:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	337.2		g	 14.0 	2.43e-06	15	1	1.53e-08	2.86e-08	3.74e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP4-8	AP4-8	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-18 11:56:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	338.0		g	 14.0 	2.24e-06	16	1	1.12e-08	2.75e-08	3.88e-08	u	273	0	0	0.00	-90.00	  853.0
