tab	measurements
citations	location	sample	site	specimen	experiment	instrument_codes	method_codes	magic_software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-19 12:54:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	051.6		g	-35.4 	1.81e-05	5	1	4.77e-07	4.23e-07	1.26e-07	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-25 12:35:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	052.7		g	-35.5 	1.77e-05	6	1	2.69e-07	2.64e-07	1.43e-07	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-26 09:30:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	052.4		g	-35.9 	1.68e-05	7	1	2.92e-07	2.51e-07	1.25e-07	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-26 16:58:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	051.4		g	-35.8 	1.58e-05	8	1	1.85e-07	2.15e-07	1.06e-07	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-02 13:53:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	050.5		g	-35.9 	1.52e-05	9	1	5.13e-07	3.93e-07	1.25e-07	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-02 20:14:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	053.1		g	-36.1 	1.46e-05	10	1	2.64e-07	2.10e-07	9.95e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-03 19:07:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	050.7		g	-35.9 	1.35e-05	11	1	3.24e-07	2.46e-07	9.03e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-12 14:49:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	050.5		g	-35.9 	1.10e-05	12	1	1.56e-07	1.58e-07	7.33e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-16 12:27:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	050.8		g	-36.0 	8.54e-06	13	1	1.28e-07	1.15e-07	6.43e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-16 18:28:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	051.2		g	-36.0 	5.03e-06	14	1	1.04e-07	8.04e-08	4.59e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-17 14:47:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.7	051.7		g	-36.4 	3.77e-06	15	1	1.91e-07	1.43e-07	3.43e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP3-6	AP3-6	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-18 11:39:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	052.3		g	-35.8 	3.42e-06	16	1	6.04e-08	5.37e-08	2.14e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-08 16:54:35	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.6	062.6		g	-34.6 	4.07e-06	1	1	1.51e-07	1.10e-07	3.29e-08	u	273	0	0	0.00	-90.00	273
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-11 17:15:40	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	064.4		g	-35.7 	4.07e-06	2	1	7.80e-08	7.14e-08	2.79e-08	u	273	0	0	0.00	-90.00	77
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-18 09:54:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.9	062.1		g	-39.2 	4.21e-06	3	1	2.45e-07	1.54e-07	3.37e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-18 17:09:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	061.8		g	-44.3 	4.77e-06	4	1	1.95e-07	1.25e-07	3.22e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-19 12:55:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	061.9		g	-45.7 	4.70e-06	5	1	1.81e-07	1.18e-07	3.79e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-25 12:36:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.1	059.4		g	-46.3 	4.56e-06	6	1	1.98e-07	1.52e-07	4.26e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-26 09:32:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.0	060.1		g	-47.0 	4.32e-06	7	1	1.92e-07	1.20e-07	3.99e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-26 17:00:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	059.9		g	-47.2 	4.02e-06	8	1	1.28e-07	8.16e-08	4.36e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-02 13:55:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.1	058.1		g	-47.5 	3.82e-06	9	1	2.41e-07	1.15e-07	5.48e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-02 20:15:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.5	061.2		g	-47.5 	3.64e-06	10	1	1.94e-07	1.02e-07	4.04e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-03 19:09:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.5	059.4		g	-47.5 	3.36e-06	11	1	1.82e-07	9.15e-08	4.03e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-12 14:50:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	059.9		g	-47.9 	2.79e-06	12	1	8.20e-08	5.17e-08	3.02e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-16 12:29:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	058.9		g	-48.5 	2.30e-06	13	1	9.53e-08	5.90e-08	2.46e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-16 18:29:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.1	055.9		g	-48.9 	1.59e-06	14	1	8.85e-08	7.04e-08	1.31e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-17 14:49:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.0	058.6		g	-47.4 	1.33e-06	15	1	5.95e-08	3.58e-08	1.46e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP3-7	AP3-7	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-18 11:41:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	059.1		g	-46.7 	1.22e-06	16	1	4.42e-08	2.34e-08	1.33e-08	u	273	0	0	0.00	-90.00	  853.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-08 16:56:12	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.5	073.5		g	-49.9 	3.96e-06	1	1	3.95e-08	7.81e-08	5.67e-08	u	273	0	0	0.00	-90.00	273
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-11 17:17:11	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	071.8		g	-51.0 	3.91e-06	2	1	5.53e-08	6.29e-08	4.85e-08	u	273	0	0	0.00	-90.00	77
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-18 09:55:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	071.4		g	-51.5 	3.91e-06	3	1	2.60e-08	8.00e-08	5.27e-08	u	273	0	0	0.00	-90.00	  373.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-18 17:10:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	070.4		g	-52.0 	3.99e-06	4	1	5.07e-08	6.80e-08	5.47e-08	u	273	0	0	0.00	-90.00	  473.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-19 12:57:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	072.7		g	-52.9 	3.85e-06	5	1	5.68e-08	6.95e-08	3.98e-08	u	273	0	0	0.00	-90.00	  573.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-25 12:38:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	070.0		g	-53.1 	3.76e-06	6	1	7.42e-08	6.76e-08	5.26e-08	u	273	0	0	0.00	-90.00	  623.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-26 09:33:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	069.7		g	-53.2 	3.62e-06	7	1	8.00e-08	6.45e-08	5.37e-08	u	273	0	0	0.00	-90.00	  673.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-26 17:01:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	070.6		g	-53.4 	3.46e-06	8	1	5.62e-08	6.36e-08	4.32e-08	u	273	0	0	0.00	-90.00	  723.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-02 13:56:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	068.6		g	-53.4 	3.33e-06	9	1	4.66e-08	6.73e-08	3.97e-08	u	273	0	0	0.00	-90.00	  748.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-02 20:17:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	069.5		g	-53.5 	3.22e-06	10	1	4.79e-08	7.28e-08	4.38e-08	u	273	0	0	0.00	-90.00	  773.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-03 19:11:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	069.3		g	-53.4 	3.04e-06	11	1	5.58e-08	5.59e-08	3.77e-08	u	273	0	0	0.00	-90.00	  798.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-12 14:52:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	069.3		g	-53.3 	2.75e-06	12	1	6.47e-08	4.89e-08	3.68e-08	u	273	0	0	0.00	-90.00	  823.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-16 12:30:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	067.7		g	-53.4 	2.48e-06	13	1	3.71e-08	5.45e-08	3.62e-08	u	273	0	0	0.00	-90.00	  833.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-16 18:31:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	068.4		g	-53.4 	2.04e-06	14	1	2.77e-08	4.76e-08	3.09e-08	u	273	0	0	0.00	-90.00	  843.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-17 14:50:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	067.1		g	-53.3 	1.79e-06	15	1	2.51e-08	4.39e-08	2.73e-08	u	273	0	0	0.00	-90.00	  848.0
This study	Agate Point	AP3-8	AP3-8	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-18 11:42:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	070.6		g	-53.0 	1.65e-06	16	1	3.56e-08	2.58e-08	1.85e-08	u	273	0	0	0.00	-90.00	  853.0
